week,CoP,ambient_temp,module_current,humidity
36,1.4307037377644465,20.148035909677446,4.988818089687922,31.90506072141444
37,1.415324805577572,20.35646899861014,4.778631929543591,30.063185428036018
38,1.400567434744644,19.81705077694715,4.803765989511087,30.090593442536104
39,1.3640348474458157,19.461127082607796,4.673105550191046,29.060681971154644
40,1.3284612519507775,20.682621894663466,4.485727738809634,28.595877252863826
41,1.30295335925257,19.530105878567092,4.382697170795065,30.643169185872402
42,1.269193740552072,20.713749410975673,4.349205152986096,29.63115250221361
43,1.4170009726031851,20.765933313538333,4.080345510473899,29.174794682074516
44,1.419829654959285,20.70818030877986,3.9837512217134465,31.11450488461806
45,1.3924032510534583,20.918183359051596,4.078572240494805,32.61928449730087
46,1.3452433441135454,21.46728867221968,4.194457234624018,33.52388412896468
47,1.3307881651197861,22.595600520940973,4.233138666861062,33.34598002726739
48,1.2988555703325846,23.713822837010817,4.132739893072969,35.11087777031587
49,1.2866653356922375,23.510835756196037,4.0837270755953785,35.73154240615795
50,1.4313797968656303,24.610522144256958,4.275603577434953,38.56624132880446
51,1.42494219126756,24.382423278846638,4.350201753430777,38.40317090856389
52,1.4175041382945939,25.102409044026437,4.45604001644968,38.94494120494705
53,1.3750497114726488,24.793503551523564,4.732178775504473,41.434479409254884
54,1.3443139267069626,26.357044642326606,4.423080543780195,41.66060258644649
55,1.3432785578478006,26.655265369598013,4.98811764482708,42.31562800376061
56,1.3114248511202726,26.73985431994342,4.913490224989121,44.41650958008642
57,1.2159587310001956,28.52381338308581,5.02552810770366,45.55411612392719
58,1.346575796973124,27.992262963711944,4.8227599947051445,45.69544803150812
59,1.3299613624432058,29.140373398367466,4.813025060447253,48.34662768371559
60,1.3030752175694227,29.109147539174796,4.89282481480065,49.10448177859047
61,1.2632039735228748,29.686731389948697,4.871323300396207,50.72159207270999
62,1.4290210256426805,29.732274103452614,4.6941328624013225,49.32397054643701
63,1.4152125130559678,29.64616768431341,4.698904845279705,47.63083781976994
64,1.4268157936675008,30.418611281471797,4.4857995428993584,48.37986632411732
65,1.416451610977282,30.670970869241703,4.164613166475363,49.617479210804845
66,1.4123436558029718,31.091751956089688,4.111667209173237,49.31199865047416
67,1.426328175774237,30.118586691357603,4.106522778720239,49.61307497526593
68,1.4057220652746114,29.951149391431734,4.035749277599221,49.19847286786591
69,1.4149097042548526,29.447464347124257,3.851047698435443,49.657146204903874
70,1.3935528375352635,29.26668978025782,3.7945424313183214,47.64160549719735
71,1.3980735811033818,29.352362843053445,3.61319736726557,47.574362755204405
72,1.4093339113786445,28.306620355359936,3.9745924330096023,46.370530367970204
73,1.4261705916935643,27.70009061092038,3.776316933543554,44.20415596911123
74,1.4026805335750283,28.367247309233854,3.755284571040197,43.222411055809204
75,1.3950054247666046,26.07823015152002,3.819247615897213,43.234268271958975
76,1.3937521644965116,26.364193963596556,3.965474664812961,41.76440824147624
77,1.409840232563071,25.438350450541236,3.985340064178247,40.19712026969733
78,1.3820906993442927,25.582718693898524,4.259397560973875,39.14073380817881
79,1.3963320561623422,25.263109257894538,4.3166005157102205,40.373825319843895
80,1.35963138492665,23.788098622482206,4.357090808712193,36.992973904449855
81,1.368571961037276,22.547178948957235,4.601892285780409,36.68936803332365
82,1.3852755349424686,22.40394530701725,4.354065491834445,36.22985373541596
83,1.3770970058519791,22.274279551935525,4.592096197507887,33.8216841801982
84,1.3722141992842052,21.3865152667851,4.544542121534691,33.265760078073576
85,1.3604717260477794,20.832705144840475,4.595149043212027,32.55998707324881
86,1.342411576230066,20.13450094337791,4.7209562864947685,33.0931197889166
87,1.357805332715129,20.723364918960947,4.549743941328076,31.226013679657378
88,1.3469893947512546,20.641700836832204,4.597251913024089,30.753754816996693
89,1.3514648968980558,20.264715781415706,4.390734440101719,31.626597066765104
90,1.3624193325005283,20.321708721061245,4.259404872493115,29.996948098352437
91,1.3436531837860162,20.150875412489775,4.105791004571154,29.48181406041802
92,1.3367838080987235,20.843656812923722,3.918124538891078,28.08744085429349
93,1.3503395841659545,19.586330294989445,3.8246167486327045,30.52925339804512
94,1.349361141847997,20.50780301187326,3.6115660440814517,32.008786067072776
95,1.3513811299326823,20.35513290075024,3.4769451848262807,30.519033775303626
96,1.321745830186702,19.727045059467887,3.426686036921289,32.386301457381684
97,1.3296444686018996,21.18723284799341,3.5504253967142327,33.553073839564895
98,1.3428762150591935,21.50820734421626,3.453776761165287,32.588447678480875
99,1.346937926975256,22.0623049796345,3.4046029560956503,34.43182893609745
100,1.3553213199646355,23.52312220655713,3.476615955590967,34.74313325022507
101,1.3365900791321157,24.187928396022176,3.742760427984537,34.73711200301632
102,1.3357018828524914,23.667571869420954,3.8142078647325794,38.685437438735256
103,1.3451420000904115,24.459066846222736,3.664604464413396,38.31233890639906
104,1.351713251409936,24.82944389608546,3.8236954324967884,39.17372494068031
105,1.3699831325879621,26.46092950576469,4.097756224603415,41.58045698864447
106,1.3436674133510602,25.769848716086287,4.109454418487472,42.603038772317205
107,1.3417198601505258,27.081249259676017,4.318063771595067,43.118050169511285
108,1.3439550587769835,27.003886771371704,4.295471559315609,44.68802044194417
109,1.3537591561665108,27.643149163392252,4.340898811440139,46.02550224251704
110,1.3508620829989804,28.755295941954632,4.5565576710377345,46.922377483931
111,1.3439911317525068,29.49716728075974,4.406613393420219,48.67298457538327
112,1.3437573585050187,29.655466545927997,4.407018870238466,49.81847038648277
113,1.3437174466460362,29.152246551408744,4.295810628574114,48.91182155541532
114,1.3427465683923332,30.19286730611397,4.236245400715526,48.55969224646094
115,1.3495606966554636,29.8153846870709,4.043492272282555,50.6453732863528
116,1.3457785560268172,30.01887681566366,3.9680220136699202,51.42796744607977
117,1.3438365821408866,30.383457265233826,3.7940936208207447,50.05298355372807
118,1.3455625306717431,29.694307108744088,3.8527319481083313,49.219100465006235
119,1.3570627439508207,29.99294040302901,3.6863693012114602,48.92691892936836
120,1.3219723146299647,29.813649791924245,3.382393364882552,49.881855261515355
121,1.3173157078172328,29.31080348993865,3.286157576440835,48.34480592534548
122,1.3224478308784784,29.12694841305993,3.310795155634251,47.233824153636185
123,1.3478472183210672,28.807593534807857,3.1628797004443654,48.33983603228573
124,1.3256833791711256,27.51717500426732,3.2430302236227875,47.05105784738043
125,1.3107668444469056,27.669746555302527,3.164331099007588,44.22118839707212
126,1.334155870452693,27.95632796952132,3.3339009788337157,46.69590375965334
127,1.3297009273713383,26.218316072133447,3.2848324182117437,42.40205425531353
128,1.314813682714274,25.823814154541243,3.560184932771798,40.97301125165074
129,1.3135974353186044,25.828973644369302,3.4907298198243395,42.007311602508175
130,1.3118530983045418,25.05310709436272,3.595747004803023,40.209650105300355
131,1.3116113849121733,24.493973841923953,3.828475172977006,40.434045092250116
132,1.2914385006964137,23.18558167660072,4.000920839853015,37.29957312820576
133,1.302327985295219,22.434352506368388,4.033762484575856,36.84589236666505
134,1.3027685831783893,23.24175164125066,4.197438305210741,33.84365419496177
135,1.3072139576880117,22.116228449572606,4.103989433341894,33.43534570514672
136,1.2987290193360845,21.57293291661443,4.254508774204767,32.923189109965804
137,1.2840768521711576,21.029856436330498,3.999573858191096,32.34325637952771
138,1.2868861569418646,21.073257364196216,4.02731074953104,32.12743611092439
139,1.2710549754997273,21.794503842512178,4.051986627097295,31.055384891525577
140,1.27148834627911,20.237401485279502,3.9979079495604455,28.893390013528126
141,1.2774300455452203,20.831205122912742,3.6815539540835767,29.79786851298794
142,1.2660545547543307,19.855404918635983,3.6562133330123276,30.702607248661675
143,1.253822195143893,19.735884812847804,3.6063047920140145,31.684010096673035
144,1.2485691756735366,20.316740426131922,3.488426381471872,29.41438641845391
145,1.2880429092092898,20.83172708297391,3.335202526300669,32.58585801645761
146,1.280058203604726,19.299060021097144,3.3524465219194997,29.527728438756753
147,1.2901716249218822,20.584478664824086,3.0606132814338682,29.221475266451414
148,1.2808801703756287,20.98798979771522,3.064496018845747,32.48067816341541
149,1.2582561366277158,21.06621947058528,2.8844259744985674,33.27659896211109
150,1.25908693564241,21.611702490802752,2.8196310201594357,34.90039745256819
151,1.2606830173816972,22.680770067140532,2.876665881057165,35.10941040603087
152,1.2727721584562024,23.180461452527325,3.0268461575817374,34.87154161540565
153,1.2610958286863057,22.84017455224138,3.1003382723299273,36.88742142364588
154,1.2642015783071803,23.701971924239025,3.233820139777544,38.31282437951308
155,1.2842218518860717,24.748196463785007,3.2762720720213556,39.54551906326465
